id,workflow_trace_id,domain,batch_id,shapley_values,created_date
1,259016a8-MTAxXX-2ad8,payment_fraud,a7d4390b,"{""DEBITOR_AMOUNT"": -0.00033, ""DEBITOR_ACCOUNT_AGE"": 0.00293, ""CREDITOR_ACCOUNT_AGE"": -0.00184, ""DEBITOR_PHY_AND_TOWER_DISTANCE"": -0.14267, ""CREDITOR_PHY_AND_TOWER_DISTANCE"": -0.20994}",2025-06-13 23:30:04
2,259016a8-MTAxXX-2ad8,payment_fraud,a7d4390b,"{""DEBITOR_AMOUNT"": -0.00288, ""DEBITOR_ACCOUNT_AGE"": -0.06045, ""CREDITOR_ACCOUNT_AGE"": -0.00417, ""DEBITOR_PHY_AND_TOWER_DISTANCE"": -0.10791, ""CREDITOR_PHY_AND_TOWER_DISTANCE"": -0.16552}",2025-06-13 23:30:04
3,259016a8-MTAxXX-2ad8,payment_fraud,a7d4390b,"{""DEBITOR_AMOUNT"": -0.00156, ""DEBITOR_ACCOUNT_AGE"": -0.06022, ""CREDITOR_ACCOUNT_AGE"": -0.00059, ""DEBITOR_PHY_AND_TOWER_DISTANCE"": -0.11087, ""CREDITOR_PHY_AND_TOWER_DISTANCE"": -0.17391}",2025-06-13 23:30:04
4,259016a8-MTAxXX-2ad8,payment_fraud,a7d4390b,"{""DEBITOR_AMOUNT"": 0.00051, ""DEBITOR_ACCOUNT_AGE"": -0.0, ""CREDITOR_ACCOUNT_AGE"": -0.00224, ""DEBITOR_PHY_AND_TOWER_DISTANCE"": -0.14107, ""CREDITOR_PHY_AND_TOWER_DISTANCE"": -0.20906}",2025-06-13 23:30:04
5,259016a8-MTAxXX-2ad8,payment_fraud,a7d4390b,"{""DEBITOR_AMOUNT"": -0.00832, ""DEBITOR_ACCOUNT_AGE"": -0.06164, ""CREDITOR_ACCOUNT_AGE"": -0.00212, ""DEBITOR_PHY_AND_TOWER_DISTANCE"": -0.10643, ""CREDITOR_PHY_AND_TOWER_DISTANCE"": -0.16771}",2025-06-13 23:30:04
6,259016a8-MTAxXX-2ad8,payment_fraud,a7d4390b,"{""DEBITOR_AMOUNT"": 0.00138, ""DEBITOR_ACCOUNT_AGE"": 0.00479, ""CREDITOR_ACCOUNT_AGE"": 0.00458, ""DEBITOR_PHY_AND_TOWER_DISTANCE"": -0.14392, ""CREDITOR_PHY_AND_TOWER_DISTANCE"": -0.21837}",2025-06-13 23:30:04
7,259016a8-MTAxXX-2ad8,payment_fraud,a7d4390b,"{""DEBITOR_AMOUNT"": 0.00036, ""DEBITOR_ACCOUNT_AGE"": 0.00119, ""CREDITOR_ACCOUNT_AGE"": -0.00246, ""DEBITOR_PHY_AND_TOWER_DISTANCE"": -0.14084, ""CREDITOR_PHY_AND_TOWER_DISTANCE"": -0.21008}",2025-06-13 23:30:04
8,259016a8-MTAxXX-2ad8,payment_fraud,a7d4390b,"{""DEBITOR_AMOUNT"": 0.00076, ""DEBITOR_ACCOUNT_AGE"": -0.00404, ""CREDITOR_ACCOUNT_AGE"": -0.00197, ""DEBITOR_PHY_AND_TOWER_DISTANCE"": -0.14097, ""CREDITOR_PHY_AND_TOWER_DISTANCE"": -0.20551}",2025-06-13 23:30:04
9,259016a8-MTAxXX-2ad8,payment_fraud,a7d4390b,"{""DEBITOR_AMOUNT"": -0.00218, ""DEBITOR_ACCOUNT_AGE"": 0.00101, ""CREDITOR_ACCOUNT_AGE"": -0.00168, ""DEBITOR_PHY_AND_TOWER_DISTANCE"": -0.14337, ""CREDITOR_PHY_AND_TOWER_DISTANCE"": -0.2055}",2025-06-13 23:30:04
10,259016a8-MTAxXX-2ad8,payment_fraud,a7d4390b,"{""DEBITOR_AMOUNT"": 0.00013, ""DEBITOR_ACCOUNT_AGE"": 0.00399, ""CREDITOR_ACCOUNT_AGE"": -0.00162, ""DEBITOR_PHY_AND_TOWER_DISTANCE"": -0.14232, ""CREDITOR_PHY_AND_TOWER_DISTANCE"": -0.21201}",2025-06-13 23:30:04
11,259016a8-MTAxXX-2ad8,payment_fraud,a7d4390b,"{""DEBITOR_AMOUNT"": 0.00096, ""DEBITOR_ACCOUNT_AGE"": 0.00374, ""CREDITOR_ACCOUNT_AGE"": -0.00316, ""DEBITOR_PHY_AND_TOWER_DISTANCE"": -0.14248, ""CREDITOR_PHY_AND_TOWER_DISTANCE"": -0.21094}",2025-06-13 23:30:04
