item_id,batch_id,actual,predicted
10001,328bc20f,1,1
10002,328bc20f,1,1
10003,328bc20f,0,0
10004,328bc20f,0,0
10005,328bc20f,1,1
10006,328bc20f,0,0
10007,328bc20f,0,1
10008,328bc20f,0,0
10009,328bc20f,0,0
10010,328bc20f,1,1
10011,328bc20f,1,1
10012,328bc20f,1,1
10013,328bc20f,0,0
10014,328bc20f,0,0
10015,328bc20f,0,0
10016,328bc20f,0,0
10017,328bc20f,0,0
10018,328bc20f,0,0
10019,328bc20f,0,0
10020,328bc20f,1,1
10021,328bc20f,0,0
10022,328bc20f,0,0
10023,328bc20f,0,0
10024,328bc20f,0,0
10025,328bc20f,0,0
10026,328bc20f,1,1
10027,328bc20f,0,0
10028,328bc20f,0,0
10029,328bc20f,0,0
10030,328bc20f,0,0
10031,328bc20f,1,1
10032,328bc20f,0,0
10033,328bc20f,0,0
10034,328bc20f,1,1
10035,328bc20f,0,0
10036,328bc20f,0,1
10037,328bc20f,1,1
10038,328bc20f,0,0
10039,328bc20f,0,0
10040,328bc20f,0,1
10041,328bc20f,0,0
10042,328bc20f,0,0
10043,328bc20f,1,1
10044,328bc20f,0,0
10045,328bc20f,0,0
10046,328bc20f,0,0
10047,328bc20f,0,1
10048,328bc20f,0,0
10049,328bc20f,0,0
10050,328bc20f,1,1
10051,328bc20f,0,0
10052,328bc20f,0,0
10053,328bc20f,1,1
10054,328bc20f,1,1
10055,328bc20f,0,0
10056,328bc20f,0,0
10057,328bc20f,0,0
10058,328bc20f,0,0
10059,328bc20f,0,0
10060,328bc20f,1,1
10061,328bc20f,0,0
10062,328bc20f,0,0
10063,328bc20f,0,0
10064,328bc20f,1,1
10065,328bc20f,1,1
10066,328bc20f,1,1
10067,328bc20f,0,0
10068,328bc20f,1,1
10069,328bc20f,0,0
10070,328bc20f,0,0
10071,328bc20f,0,0
10072,328bc20f,0,0
10073,328bc20f,1,1
10074,328bc20f,0,0
10075,328bc20f,1,1
10076,328bc20f,1,1
10077,328bc20f,0,0
10078,328bc20f,1,1
10079,328bc20f,0,0
10080,328bc20f,1,1
10081,328bc20f,0,1
10082,328bc20f,1,1
10083,328bc20f,0,0
10084,328bc20f,0,0
10085,328bc20f,0,0
10086,328bc20f,0,0
10087,328bc20f,1,1
10088,328bc20f,1,1
10089,328bc20f,1,1
10090,328bc20f,0,0
10091,328bc20f,0,0
10092,328bc20f,1,1
