item_id,batch_id,actual,predicted
10001,ee68dba6,0,0
10002,ee68dba6,0,0
10003,ee68dba6,0,0
10004,ee68dba6,0,0
10005,ee68dba6,0,0
10006,ee68dba6,0,0
10007,ee68dba6,1,1
10008,ee68dba6,1,1
10009,ee68dba6,0,0
10010,ee68dba6,0,0
10011,ee68dba6,0,0
10012,ee68dba6,0,0
10013,ee68dba6,1,1
10014,ee68dba6,0,0
10015,ee68dba6,0,1
10016,ee68dba6,0,0
10017,ee68dba6,0,0
10018,ee68dba6,0,0
10019,ee68dba6,1,1
10020,ee68dba6,0,0
10021,ee68dba6,1,1
10022,ee68dba6,1,1
10023,ee68dba6,1,1
10024,ee68dba6,0,0
10025,ee68dba6,0,0
10026,ee68dba6,0,0
10027,ee68dba6,0,0
10028,ee68dba6,0,0
10029,ee68dba6,0,0
10030,ee68dba6,1,1
10031,ee68dba6,0,0
10032,ee68dba6,1,1
10033,ee68dba6,0,0
10034,ee68dba6,1,1
10035,ee68dba6,0,0
10036,ee68dba6,0,0
10037,ee68dba6,0,0
10038,ee68dba6,0,0
10039,ee68dba6,0,0
10040,ee68dba6,1,1
10041,ee68dba6,0,0
10042,ee68dba6,0,0
10043,ee68dba6,0,0
10044,ee68dba6,0,0
10045,ee68dba6,0,0
10046,ee68dba6,0,0
10047,ee68dba6,0,0
10048,ee68dba6,0,0
10049,ee68dba6,0,0
10050,ee68dba6,0,0
10051,ee68dba6,0,0
10052,ee68dba6,0,0
10053,ee68dba6,0,0
10054,ee68dba6,0,0
10055,ee68dba6,0,0
10056,ee68dba6,1,1
10057,ee68dba6,0,0
10058,ee68dba6,0,1
10059,ee68dba6,1,1
10060,ee68dba6,0,0
10061,ee68dba6,0,0
10062,ee68dba6,0,0
10063,ee68dba6,0,0
10064,ee68dba6,0,0
10065,ee68dba6,0,0
10066,ee68dba6,0,0
10067,ee68dba6,0,0
10068,ee68dba6,0,1
10069,ee68dba6,0,0
10070,ee68dba6,0,0
10071,ee68dba6,1,1
10072,ee68dba6,1,1
10073,ee68dba6,1,1
10074,ee68dba6,0,0
10075,ee68dba6,1,1
10076,ee68dba6,0,0
10077,ee68dba6,0,0
10078,ee68dba6,0,0
10079,ee68dba6,0,0
10080,ee68dba6,0,0
10081,ee68dba6,0,0
10082,ee68dba6,0,0
10083,ee68dba6,0,0
10084,ee68dba6,0,0
10085,ee68dba6,0,0
10086,ee68dba6,0,0
10087,ee68dba6,0,0
10088,ee68dba6,0,0
10089,ee68dba6,0,0
10090,ee68dba6,0,0
10091,ee68dba6,0,0
10092,ee68dba6,1,1
10093,ee68dba6,1,1
10094,ee68dba6,1,1
10095,ee68dba6,1,1
10096,ee68dba6,1,1
10097,ee68dba6,0,0
10098,ee68dba6,0,0
10099,ee68dba6,0,0
10100,ee68dba6,0,0
10101,ee68dba6,0,0
10102,ee68dba6,0,0
10103,ee68dba6,0,0
10104,ee68dba6,0,0
10105,ee68dba6,0,0
10106,ee68dba6,1,1
10107,ee68dba6,1,1
10108,ee68dba6,0,0
10109,ee68dba6,0,0
10110,ee68dba6,0,0
10111,ee68dba6,0,0
10112,ee68dba6,0,0
10113,ee68dba6,1,1
10114,ee68dba6,0,0
10115,ee68dba6,0,0
10116,ee68dba6,0,0
10117,ee68dba6,0,0
10118,ee68dba6,1,1
10119,ee68dba6,0,1
10120,ee68dba6,0,0
10121,ee68dba6,0,0
10122,ee68dba6,1,1
10123,ee68dba6,0,0
10124,ee68dba6,0,0
10125,ee68dba6,1,1
10126,ee68dba6,1,1
10127,ee68dba6,0,0
10128,ee68dba6,1,1
10129,ee68dba6,0,0
10130,ee68dba6,1,1
10131,ee68dba6,0,0
10132,ee68dba6,0,0
10133,ee68dba6,0,0
10134,ee68dba6,1,1
10135,ee68dba6,0,0
10136,ee68dba6,0,0
10137,ee68dba6,1,1
10138,ee68dba6,0,0
10139,ee68dba6,0,0
10140,ee68dba6,0,0
10141,ee68dba6,0,0
10142,ee68dba6,1,1
10143,ee68dba6,0,0
10144,ee68dba6,0,0
10145,ee68dba6,0,0
10146,ee68dba6,0,0
10147,ee68dba6,1,1
10148,ee68dba6,0,0
10149,ee68dba6,0,0
10150,ee68dba6,0,0
10151,ee68dba6,0,0
10152,ee68dba6,1,1
10153,ee68dba6,1,1
10154,ee68dba6,0,0
10155,ee68dba6,0,0
10156,ee68dba6,0,0
10157,ee68dba6,0,0
10158,ee68dba6,0,0
10159,ee68dba6,0,0
10160,ee68dba6,0,0
10161,ee68dba6,0,0
10162,ee68dba6,1,1
10163,ee68dba6,1,1
10164,ee68dba6,0,0
10165,ee68dba6,0,0
10166,ee68dba6,1,1
10167,ee68dba6,0,0
10168,ee68dba6,0,0
10169,ee68dba6,0,0
10170,ee68dba6,1,1
10171,ee68dba6,0,0
10172,ee68dba6,0,1
10173,ee68dba6,0,0
10174,ee68dba6,0,0
10175,ee68dba6,1,1
10176,ee68dba6,0,0
10177,ee68dba6,1,1
10178,ee68dba6,0,0
10179,ee68dba6,0,0
10180,ee68dba6,1,1
10181,ee68dba6,1,1
10182,ee68dba6,0,0
10183,ee68dba6,0,0
10184,ee68dba6,0,0
10185,ee68dba6,0,0
10186,ee68dba6,0,0
10187,ee68dba6,0,0
10188,ee68dba6,0,0
10189,ee68dba6,0,0
10190,ee68dba6,0,0
10191,ee68dba6,0,0
10192,ee68dba6,0,0
10193,ee68dba6,0,0
10194,ee68dba6,0,0
10195,ee68dba6,0,1
10196,ee68dba6,0,0
10197,ee68dba6,1,1
10198,ee68dba6,1,1
10199,ee68dba6,1,1
10200,ee68dba6,0,1
10201,ee68dba6,0,0
10202,ee68dba6,1,1
10203,ee68dba6,0,1
10204,ee68dba6,0,0
10205,ee68dba6,0,0
10206,ee68dba6,0,0
