id,workflow_trace_id,domain,batch_id,shapley_values,created_date
1,58ff2a8b-MTAyXX-d471,payment_fraud,b67426a6,"{""DEBITOR_AMOUNT"": 0.04448, ""DEBITOR_ACCOUNT_AGE"": 0.59009, ""CREDITOR_ACCOUNT_AGE"": 0.00085, ""DEBITOR_PHY_AND_TOWER_DISTANCE"": 0.00026, ""CREDITOR_PHY_AND_TOWER_DISTANCE"": 0.00094}",2025-06-13 23:58:32
2,58ff2a8b-MTAyXX-d471,payment_fraud,b67426a6,"{""DEBITOR_AMOUNT"": -0.00014, ""DEBITOR_ACCOUNT_AGE"": -0.32806, ""CREDITOR_ACCOUNT_AGE"": 0.01141, ""DEBITOR_PHY_AND_TOWER_DISTANCE"": 0.00024, ""CREDITOR_PHY_AND_TOWER_DISTANCE"": -0.00106}",2025-06-13 23:58:32
3,58ff2a8b-MTAyXX-d471,payment_fraud,b67426a6,"{""DEBITOR_AMOUNT"": 0.03452, ""DEBITOR_ACCOUNT_AGE"": 0.56783, ""CREDITOR_ACCOUNT_AGE"": 0.03175, ""DEBITOR_PHY_AND_TOWER_DISTANCE"": -0.00068, ""CREDITOR_PHY_AND_TOWER_DISTANCE"": 0.00073}",2025-06-13 23:58:32
4,58ff2a8b-MTAyXX-d471,payment_fraud,b67426a6,"{""DEBITOR_AMOUNT"": 0.03493, ""DEBITOR_ACCOUNT_AGE"": 0.58485, ""CREDITOR_ACCOUNT_AGE"": 0.00351, ""DEBITOR_PHY_AND_TOWER_DISTANCE"": 0.001, ""CREDITOR_PHY_AND_TOWER_DISTANCE"": -0.0014}",2025-06-13 23:58:32
5,58ff2a8b-MTAyXX-d471,payment_fraud,b67426a6,"{""DEBITOR_AMOUNT"": 0.03721, ""DEBITOR_ACCOUNT_AGE"": 0.56156, ""CREDITOR_ACCOUNT_AGE"": -0.02383, ""DEBITOR_PHY_AND_TOWER_DISTANCE"": -0.00007, ""CREDITOR_PHY_AND_TOWER_DISTANCE"": 0.00126}",2025-06-13 23:58:32
6,58ff2a8b-MTAyXX-d471,payment_fraud,b67426a6,"{""DEBITOR_AMOUNT"": -0.00407, ""DEBITOR_ACCOUNT_AGE"": -0.30517, ""CREDITOR_ACCOUNT_AGE"": -0.00864, ""DEBITOR_PHY_AND_TOWER_DISTANCE"": -0.00024, ""CREDITOR_PHY_AND_TOWER_DISTANCE"": 0.00051}",2025-06-13 23:58:32
7,58ff2a8b-MTAyXX-d471,payment_fraud,b67426a6,"{""DEBITOR_AMOUNT"": -0.01489, ""DEBITOR_ACCOUNT_AGE"": -0.29112, ""CREDITOR_ACCOUNT_AGE"": -0.00948, ""DEBITOR_PHY_AND_TOWER_DISTANCE"": -0.00029, ""CREDITOR_PHY_AND_TOWER_DISTANCE"": -0.00182}",2025-06-13 23:58:32
8,58ff2a8b-MTAyXX-d471,payment_fraud,b67426a6,"{""DEBITOR_AMOUNT"": -0.03476, ""DEBITOR_ACCOUNT_AGE"": -0.26936, ""CREDITOR_ACCOUNT_AGE"": -0.01218, ""DEBITOR_PHY_AND_TOWER_DISTANCE"": 0.00006, ""CREDITOR_PHY_AND_TOWER_DISTANCE"": -0.00139}",2025-06-13 23:58:32
9,58ff2a8b-MTAyXX-d471,payment_fraud,b67426a6,"{""DEBITOR_AMOUNT"": 0.00021, ""DEBITOR_ACCOUNT_AGE"": -0.31135, ""CREDITOR_ACCOUNT_AGE"": -0.00586, ""DEBITOR_PHY_AND_TOWER_DISTANCE"": -0.0, ""CREDITOR_PHY_AND_TOWER_DISTANCE"": -0.00062}",2025-06-13 23:58:32
10,58ff2a8b-MTAyXX-d471,payment_fraud,b67426a6,"{""DEBITOR_AMOUNT"": 0.03733, ""DEBITOR_ACCOUNT_AGE"": 0.54845, ""CREDITOR_ACCOUNT_AGE"": -0.00108, ""DEBITOR_PHY_AND_TOWER_DISTANCE"": -0.00009, ""CREDITOR_PHY_AND_TOWER_DISTANCE"": 0.00169}",2025-06-13 23:58:32
