id,workflow_trace_id,domain,batch_id,shapley_values,created_date
1,cbd122f7-MTAyXX-1228,payment_fraud,29740050,"{""DEBITOR_AMOUNT"": -0.0047, ""DEBITOR_ACCOUNT_AGE"": -0.33273, ""CREDITOR_ACCOUNT_AGE"": 0.02125, ""DEBITOR_PHY_AND_TOWER_DISTANCE"": 0.0005, ""CREDITOR_PHY_AND_TOWER_DISTANCE"": 0.00006}",2025-06-13 19:35:28
2,cbd122f7-MTAyXX-1228,payment_fraud,29740050,"{""DEBITOR_AMOUNT"": 0.01918, ""DEBITOR_ACCOUNT_AGE"": 0.5283, ""CREDITOR_ACCOUNT_AGE"": 0.03369, ""DEBITOR_PHY_AND_TOWER_DISTANCE"": 0.00024, ""CREDITOR_PHY_AND_TOWER_DISTANCE"": 0.0004}",2025-06-13 19:35:28
3,cbd122f7-MTAyXX-1228,payment_fraud,29740050,"{""DEBITOR_AMOUNT"": 0.03621, ""DEBITOR_ACCOUNT_AGE"": 0.51633, ""CREDITOR_ACCOUNT_AGE"": 0.02502, ""DEBITOR_PHY_AND_TOWER_DISTANCE"": 0.00117, ""CREDITOR_PHY_AND_TOWER_DISTANCE"": -0.00161}",2025-06-13 19:35:28
4,cbd122f7-MTAyXX-1228,payment_fraud,29740050,"{""DEBITOR_AMOUNT"": 0.0012, ""DEBITOR_ACCOUNT_AGE"": -0.31158, ""CREDITOR_ACCOUNT_AGE"": -0.00654, ""DEBITOR_PHY_AND_TOWER_DISTANCE"": 0.00013, ""CREDITOR_PHY_AND_TOWER_DISTANCE"": 0.00023}",2025-06-13 19:35:28
5,cbd122f7-MTAyXX-1228,payment_fraud,29740050,"{""DEBITOR_AMOUNT"": 0.03731, ""DEBITOR_ACCOUNT_AGE"": 0.52017, ""CREDITOR_ACCOUNT_AGE"": 0.01647, ""DEBITOR_PHY_AND_TOWER_DISTANCE"": -0.00092, ""CREDITOR_PHY_AND_TOWER_DISTANCE"": 0.0026}",2025-06-13 19:35:28
6,cbd122f7-MTAyXX-1228,payment_fraud,29740050,"{""DEBITOR_AMOUNT"": -0.03722, ""DEBITOR_ACCOUNT_AGE"": -0.2887, ""CREDITOR_ACCOUNT_AGE"": 0.00802, ""DEBITOR_PHY_AND_TOWER_DISTANCE"": 0.00024, ""CREDITOR_PHY_AND_TOWER_DISTANCE"": 0.00111}",2025-06-13 19:35:28
7,cbd122f7-MTAyXX-1228,payment_fraud,29740050,"{""DEBITOR_AMOUNT"": 0.00036, ""DEBITOR_ACCOUNT_AGE"": -0.32692, ""CREDITOR_ACCOUNT_AGE"": 0.01259, ""DEBITOR_PHY_AND_TOWER_DISTANCE"": -0.00072, ""CREDITOR_PHY_AND_TOWER_DISTANCE"": -0.00185}",2025-06-13 19:35:28
8,cbd122f7-MTAyXX-1228,payment_fraud,29740050,"{""DEBITOR_AMOUNT"": -0.03425, ""DEBITOR_ACCOUNT_AGE"": -0.28321, ""CREDITOR_ACCOUNT_AGE"": 0.00085, ""DEBITOR_PHY_AND_TOWER_DISTANCE"": -0.00023, ""CREDITOR_PHY_AND_TOWER_DISTANCE"": 0.00029}",2025-06-13 19:35:28
9,cbd122f7-MTAyXX-1228,payment_fraud,29740050,"{""DEBITOR_AMOUNT"": -0.00829, ""DEBITOR_ACCOUNT_AGE"": -0.29711, ""CREDITOR_ACCOUNT_AGE"": -0.01044, ""DEBITOR_PHY_AND_TOWER_DISTANCE"": -0.00009, ""CREDITOR_PHY_AND_TOWER_DISTANCE"": -0.00062}",2025-06-13 19:35:28
10,cbd122f7-MTAyXX-1228,payment_fraud,29740050,"{""DEBITOR_AMOUNT"": 0.04291, ""DEBITOR_ACCOUNT_AGE"": 0.57201, ""CREDITOR_ACCOUNT_AGE"": -0.01325, ""DEBITOR_PHY_AND_TOWER_DISTANCE"": -0.00041, ""CREDITOR_PHY_AND_TOWER_DISTANCE"": -0.00057}",2025-06-13 19:35:28
