id,workflow_trace_id,domain,batch_id,shapley_values,created_date
1,fd75a28b-MTAxXX-10b8,payment_fraud,8ae32184,"{""DEBITOR_AMOUNT"": -0.0006, ""DEBITOR_ACCOUNT_AGE"": 0.01203, ""CREDITOR_ACCOUNT_AGE"": 0.00242, ""DEBITOR_PHY_AND_TOWER_DISTANCE"": 0.11953, ""CREDITOR_PHY_AND_TOWER_DISTANCE"": 0.46527}",2025-06-13 19:33:03
2,fd75a28b-MTAxXX-10b8,payment_fraud,8ae32184,"{""DEBITOR_AMOUNT"": 0.00051, ""DEBITOR_ACCOUNT_AGE"": -0.0086, ""CREDITOR_ACCOUNT_AGE"": 0.0021, ""DEBITOR_PHY_AND_TOWER_DISTANCE"": -0.13447, ""CREDITOR_PHY_AND_TOWER_DISTANCE"": -0.19169}",2025-06-13 19:33:03
3,fd75a28b-MTAxXX-10b8,payment_fraud,8ae32184,"{""DEBITOR_AMOUNT"": 0.00256, ""DEBITOR_ACCOUNT_AGE"": -0.00293, ""CREDITOR_ACCOUNT_AGE"": 0.00096, ""DEBITOR_PHY_AND_TOWER_DISTANCE"": -0.14167, ""CREDITOR_PHY_AND_TOWER_DISTANCE"": -0.19158}",2025-06-13 19:33:03
4,fd75a28b-MTAxXX-10b8,payment_fraud,8ae32184,"{""DEBITOR_AMOUNT"": -0.00159, ""DEBITOR_ACCOUNT_AGE"": -0.01725, ""CREDITOR_ACCOUNT_AGE"": -0.00433, ""DEBITOR_PHY_AND_TOWER_DISTANCE"": 0.07369, ""CREDITOR_PHY_AND_TOWER_DISTANCE"": 0.54378}",2025-06-13 19:33:03
5,fd75a28b-MTAxXX-10b8,payment_fraud,8ae32184,"{""DEBITOR_AMOUNT"": -0.00272, ""DEBITOR_ACCOUNT_AGE"": 0.00105, ""CREDITOR_ACCOUNT_AGE"": -0.00834, ""DEBITOR_PHY_AND_TOWER_DISTANCE"": 0.29494, ""CREDITOR_PHY_AND_TOWER_DISTANCE"": 0.27176}",2025-06-13 19:33:03
6,fd75a28b-MTAxXX-10b8,payment_fraud,8ae32184,"{""DEBITOR_AMOUNT"": 0.0001, ""DEBITOR_ACCOUNT_AGE"": 0.0021, ""CREDITOR_ACCOUNT_AGE"": -0.00194, ""DEBITOR_PHY_AND_TOWER_DISTANCE"": -0.14021, ""CREDITOR_PHY_AND_TOWER_DISTANCE"": -0.1929}",2025-06-13 19:33:03
7,fd75a28b-MTAxXX-10b8,payment_fraud,8ae32184,"{""DEBITOR_AMOUNT"": 0.00174, ""DEBITOR_ACCOUNT_AGE"": 0.00192, ""CREDITOR_ACCOUNT_AGE"": -0.00398, ""DEBITOR_PHY_AND_TOWER_DISTANCE"": 0.29441, ""CREDITOR_PHY_AND_TOWER_DISTANCE"": 0.27644}",2025-06-13 19:33:03
8,fd75a28b-MTAxXX-10b8,payment_fraud,8ae32184,"{""DEBITOR_AMOUNT"": 0.00023, ""DEBITOR_ACCOUNT_AGE"": 0.01608, ""CREDITOR_ACCOUNT_AGE"": 0.00166, ""DEBITOR_PHY_AND_TOWER_DISTANCE"": 0.20301, ""CREDITOR_PHY_AND_TOWER_DISTANCE"": 0.37268}",2025-06-13 19:33:03
9,fd75a28b-MTAxXX-10b8,payment_fraud,8ae32184,"{""DEBITOR_AMOUNT"": -0.00074, ""DEBITOR_ACCOUNT_AGE"": 0.01493, ""CREDITOR_ACCOUNT_AGE"": -0.00318, ""DEBITOR_PHY_AND_TOWER_DISTANCE"": 0.15109, ""CREDITOR_PHY_AND_TOWER_DISTANCE"": 0.41615}",2025-06-13 19:33:03
10,fd75a28b-MTAxXX-10b8,payment_fraud,8ae32184,"{""DEBITOR_AMOUNT"": 0.00364, ""DEBITOR_ACCOUNT_AGE"": -0.00015, ""CREDITOR_ACCOUNT_AGE"": 0.00509, ""DEBITOR_PHY_AND_TOWER_DISTANCE"": -0.13788, ""CREDITOR_PHY_AND_TOWER_DISTANCE"": -0.20292}",2025-06-13 19:33:03
11,fd75a28b-MTAxXX-10b8,payment_fraud,8ae32184,"{""DEBITOR_AMOUNT"": 0.00018, ""DEBITOR_ACCOUNT_AGE"": -0.00565, ""CREDITOR_ACCOUNT_AGE"": 0.00097, ""DEBITOR_PHY_AND_TOWER_DISTANCE"": -0.13661, ""CREDITOR_PHY_AND_TOWER_DISTANCE"": -0.19128}",2025-06-13 19:33:03
12,fd75a28b-MTAxXX-10b8,payment_fraud,8ae32184,"{""DEBITOR_AMOUNT"": 0.0079, ""DEBITOR_ACCOUNT_AGE"": -0.0418, ""CREDITOR_ACCOUNT_AGE"": -0.0053, ""DEBITOR_PHY_AND_TOWER_DISTANCE"": 0.14124, ""CREDITOR_PHY_AND_TOWER_DISTANCE"": 0.42107}",2025-06-13 19:33:03
13,fd75a28b-MTAxXX-10b8,payment_fraud,8ae32184,"{""DEBITOR_AMOUNT"": -0.00212, ""DEBITOR_ACCOUNT_AGE"": 0.00396, ""CREDITOR_ACCOUNT_AGE"": 0.00023, ""DEBITOR_PHY_AND_TOWER_DISTANCE"": 0.11842, ""CREDITOR_PHY_AND_TOWER_DISTANCE"": 0.44228}",2025-06-13 19:33:03
14,fd75a28b-MTAxXX-10b8,payment_fraud,8ae32184,"{""DEBITOR_AMOUNT"": -0.00166, ""DEBITOR_ACCOUNT_AGE"": -0.01335, ""CREDITOR_ACCOUNT_AGE"": 0.00357, ""DEBITOR_PHY_AND_TOWER_DISTANCE"": 0.17499, ""CREDITOR_PHY_AND_TOWER_DISTANCE"": 0.34301}",2025-06-13 19:33:03
15,fd75a28b-MTAxXX-10b8,payment_fraud,8ae32184,"{""DEBITOR_AMOUNT"": 0.00023, ""DEBITOR_ACCOUNT_AGE"": -0.00244, ""CREDITOR_ACCOUNT_AGE"": 0.00826, ""DEBITOR_PHY_AND_TOWER_DISTANCE"": 0.11245, ""CREDITOR_PHY_AND_TOWER_DISTANCE"": 0.48102}",2025-06-13 19:33:03
16,fd75a28b-MTAxXX-10b8,payment_fraud,8ae32184,"{""DEBITOR_AMOUNT"": -0.00349, ""DEBITOR_ACCOUNT_AGE"": -0.01845, ""CREDITOR_ACCOUNT_AGE"": 0.00666, ""DEBITOR_PHY_AND_TOWER_DISTANCE"": 0.22559, ""CREDITOR_PHY_AND_TOWER_DISTANCE"": 0.2943}",2025-06-13 19:33:03
17,fd75a28b-MTAxXX-10b8,payment_fraud,8ae32184,"{""DEBITOR_AMOUNT"": 0.00137, ""DEBITOR_ACCOUNT_AGE"": 0.00369, ""CREDITOR_ACCOUNT_AGE"": -0.00062, ""DEBITOR_PHY_AND_TOWER_DISTANCE"": -0.13934, ""CREDITOR_PHY_AND_TOWER_DISTANCE"": -0.19794}",2025-06-13 19:33:03
18,fd75a28b-MTAxXX-10b8,payment_fraud,8ae32184,"{""DEBITOR_AMOUNT"": -0.00007, ""DEBITOR_ACCOUNT_AGE"": -0.0009, ""CREDITOR_ACCOUNT_AGE"": -0.00086, ""DEBITOR_PHY_AND_TOWER_DISTANCE"": -0.13769, ""CREDITOR_PHY_AND_TOWER_DISTANCE"": -0.19331}",2025-06-13 19:33:03
19,fd75a28b-MTAxXX-10b8,payment_fraud,8ae32184,"{""DEBITOR_AMOUNT"": -0.00025, ""DEBITOR_ACCOUNT_AGE"": -0.00984, ""CREDITOR_ACCOUNT_AGE"": 0.00896, ""DEBITOR_PHY_AND_TOWER_DISTANCE"": 0.17147, ""CREDITOR_PHY_AND_TOWER_DISTANCE"": 0.37164}",2025-06-13 19:33:03
20,fd75a28b-MTAxXX-10b8,payment_fraud,8ae32184,"{""DEBITOR_AMOUNT"": -0.00003, ""DEBITOR_ACCOUNT_AGE"": 0.00027, ""CREDITOR_ACCOUNT_AGE"": -0.00184, ""DEBITOR_PHY_AND_TOWER_DISTANCE"": -0.1375, ""CREDITOR_PHY_AND_TOWER_DISTANCE"": -0.19377}",2025-06-13 19:33:03
21,fd75a28b-MTAxXX-10b8,payment_fraud,8ae32184,"{""DEBITOR_AMOUNT"": 0.00486, ""DEBITOR_ACCOUNT_AGE"": 0.01275, ""CREDITOR_ACCOUNT_AGE"": -0.00112, ""DEBITOR_PHY_AND_TOWER_DISTANCE"": 0.35816, ""CREDITOR_PHY_AND_TOWER_DISTANCE"": 0.21934}",2025-06-13 19:33:03
22,fd75a28b-MTAxXX-10b8,payment_fraud,8ae32184,"{""DEBITOR_AMOUNT"": -0.00324, ""DEBITOR_ACCOUNT_AGE"": -0.00275, ""CREDITOR_ACCOUNT_AGE"": 0.00333, ""DEBITOR_PHY_AND_TOWER_DISTANCE"": -0.1384, ""CREDITOR_PHY_AND_TOWER_DISTANCE"": -0.19157}",2025-06-13 19:33:03
23,fd75a28b-MTAxXX-10b8,payment_fraud,8ae32184,"{""DEBITOR_AMOUNT"": 0.00069, ""DEBITOR_ACCOUNT_AGE"": 0.00047, ""CREDITOR_ACCOUNT_AGE"": -0.00269, ""DEBITOR_PHY_AND_TOWER_DISTANCE"": -0.13887, ""CREDITOR_PHY_AND_TOWER_DISTANCE"": -0.19244}",2025-06-13 19:33:03
24,fd75a28b-MTAxXX-10b8,payment_fraud,8ae32184,"{""DEBITOR_AMOUNT"": 0.00025, ""DEBITOR_ACCOUNT_AGE"": 0.01041, ""CREDITOR_ACCOUNT_AGE"": 0.00825, ""DEBITOR_PHY_AND_TOWER_DISTANCE"": 0.1998, ""CREDITOR_PHY_AND_TOWER_DISTANCE"": 0.36196}",2025-06-13 19:33:03
25,fd75a28b-MTAxXX-10b8,payment_fraud,8ae32184,"{""DEBITOR_AMOUNT"": -0.00137, ""DEBITOR_ACCOUNT_AGE"": -0.01583, ""CREDITOR_ACCOUNT_AGE"": -0.00096, ""DEBITOR_PHY_AND_TOWER_DISTANCE"": 0.13605, ""CREDITOR_PHY_AND_TOWER_DISTANCE"": 0.44194}",2025-06-13 19:33:03
26,fd75a28b-MTAxXX-10b8,payment_fraud,8ae32184,"{""DEBITOR_AMOUNT"": -0.00117, ""DEBITOR_ACCOUNT_AGE"": 0.00204, ""CREDITOR_ACCOUNT_AGE"": -0.00063, ""DEBITOR_PHY_AND_TOWER_DISTANCE"": 0.25762, ""CREDITOR_PHY_AND_TOWER_DISTANCE"": 0.27946}",2025-06-13 19:33:03
27,fd75a28b-MTAxXX-10b8,payment_fraud,8ae32184,"{""DEBITOR_AMOUNT"": -0.00006, ""DEBITOR_ACCOUNT_AGE"": 0.00173, ""CREDITOR_ACCOUNT_AGE"": -0.00161, ""DEBITOR_PHY_AND_TOWER_DISTANCE"": -0.13835, ""CREDITOR_PHY_AND_TOWER_DISTANCE"": -0.1946}",2025-06-13 19:33:03
28,fd75a28b-MTAxXX-10b8,payment_fraud,8ae32184,"{""DEBITOR_AMOUNT"": 0.00166, ""DEBITOR_ACCOUNT_AGE"": 0.00166, ""CREDITOR_ACCOUNT_AGE"": 0.00112, ""DEBITOR_PHY_AND_TOWER_DISTANCE"": -0.1408, ""CREDITOR_PHY_AND_TOWER_DISTANCE"": -0.19641}",2025-06-13 19:33:03
29,fd75a28b-MTAxXX-10b8,payment_fraud,8ae32184,"{""DEBITOR_AMOUNT"": 0.00033, ""DEBITOR_ACCOUNT_AGE"": -0.00872, ""CREDITOR_ACCOUNT_AGE"": 0.00908, ""DEBITOR_PHY_AND_TOWER_DISTANCE"": 0.07973, ""CREDITOR_PHY_AND_TOWER_DISTANCE"": 0.51121}",2025-06-13 19:33:03
30,fd75a28b-MTAxXX-10b8,payment_fraud,8ae32184,"{""DEBITOR_AMOUNT"": -0.00029, ""DEBITOR_ACCOUNT_AGE"": 0.00662, ""CREDITOR_ACCOUNT_AGE"": -0.00016, ""DEBITOR_PHY_AND_TOWER_DISTANCE"": 0.08918, ""CREDITOR_PHY_AND_TOWER_DISTANCE"": 0.50766}",2025-06-13 19:33:03
31,fd75a28b-MTAxXX-10b8,payment_fraud,8ae32184,"{""DEBITOR_AMOUNT"": 0.00012, ""DEBITOR_ACCOUNT_AGE"": 0.00423, ""CREDITOR_ACCOUNT_AGE"": -0.00223, ""DEBITOR_PHY_AND_TOWER_DISTANCE"": -0.13967, ""CREDITOR_PHY_AND_TOWER_DISTANCE"": -0.19534}",2025-06-13 19:33:03
32,fd75a28b-MTAxXX-10b8,payment_fraud,8ae32184,"{""DEBITOR_AMOUNT"": -0.00011, ""DEBITOR_ACCOUNT_AGE"": -0.00025, ""CREDITOR_ACCOUNT_AGE"": -0.00086, ""DEBITOR_PHY_AND_TOWER_DISTANCE"": -0.13792, ""CREDITOR_PHY_AND_TOWER_DISTANCE"": -0.19371}",2025-06-13 19:33:03
33,fd75a28b-MTAxXX-10b8,payment_fraud,8ae32184,"{""DEBITOR_AMOUNT"": -0.00296, ""DEBITOR_ACCOUNT_AGE"": 0.00214, ""CREDITOR_ACCOUNT_AGE"": -0.00492, ""DEBITOR_PHY_AND_TOWER_DISTANCE"": 0.34746, ""CREDITOR_PHY_AND_TOWER_DISTANCE"": 0.21044}",2025-06-13 19:33:03
34,fd75a28b-MTAxXX-10b8,payment_fraud,8ae32184,"{""DEBITOR_AMOUNT"": 0.00014, ""DEBITOR_ACCOUNT_AGE"": 0.00333, ""CREDITOR_ACCOUNT_AGE"": -0.00268, ""DEBITOR_PHY_AND_TOWER_DISTANCE"": -0.13875, ""CREDITOR_PHY_AND_TOWER_DISTANCE"": -0.19494}",2025-06-13 19:33:03
