item_id,batch_id,actual,predicted
5001,2673c770,0,0
5002,2673c770,1,1
5003,2673c770,0,0
5004,2673c770,0,0
5005,2673c770,1,0
5006,2673c770,0,0
5007,2673c770,0,0
5008,2673c770,0,0
5009,2673c770,0,0
5010,2673c770,0,0
5011,2673c770,1,1
5012,2673c770,0,0
5013,2673c770,0,0
5014,2673c770,0,1
5015,2673c770,1,1
5016,2673c770,1,1
5017,2673c770,0,0
5018,2673c770,1,1
5019,2673c770,1,1
5020,2673c770,0,0
5021,2673c770,1,1
5022,2673c770,1,1
5023,2673c770,0,0
5024,2673c770,0,0
5025,2673c770,0,0
5026,2673c770,0,0
5027,2673c770,0,1
5028,2673c770,0,0
5029,2673c770,1,1
5030,2673c770,0,0
5031,2673c770,0,0
5032,2673c770,0,0
5033,2673c770,0,1
5034,2673c770,0,0
5035,2673c770,0,0
5036,2673c770,1,1
5037,2673c770,0,0
5038,2673c770,0,1
5039,2673c770,0,0
5040,2673c770,0,0
5041,2673c770,0,0
5042,2673c770,1,1
5043,2673c770,0,0
5044,2673c770,0,0
5045,2673c770,1,1
5046,2673c770,1,1
5047,2673c770,1,1
5048,2673c770,0,0
5049,2673c770,0,0
5050,2673c770,0,0
5051,2673c770,0,0
5052,2673c770,0,1
5053,2673c770,0,0
5054,2673c770,1,1
5055,2673c770,0,0
5056,2673c770,0,0
5057,2673c770,0,0
5058,2673c770,0,0
5059,2673c770,0,0
5060,2673c770,1,1
5061,2673c770,0,0
5062,2673c770,0,0
5063,2673c770,1,1
5064,2673c770,1,1
5065,2673c770,0,0
5066,2673c770,0,0
5067,2673c770,0,0
5068,2673c770,1,1
5069,2673c770,0,0
5070,2673c770,0,0
5071,2673c770,0,0
5072,2673c770,0,0
5073,2673c770,0,0
5074,2673c770,0,0
5075,2673c770,0,0
5076,2673c770,0,0
5077,2673c770,0,0
5078,2673c770,0,0
5079,2673c770,1,1
5080,2673c770,0,0
5081,2673c770,0,0
5082,2673c770,0,0
5083,2673c770,0,0
5084,2673c770,0,0
5085,2673c770,0,0
5086,2673c770,1,1
5087,2673c770,1,1
5088,2673c770,0,0
5089,2673c770,0,0
5090,2673c770,1,1
5091,2673c770,1,1
5092,2673c770,0,0
5093,2673c770,0,0
5094,2673c770,0,0
5095,2673c770,1,1
5096,2673c770,0,0
5097,2673c770,0,0
5098,2673c770,1,1
5099,2673c770,0,0
5100,2673c770,0,0
5101,2673c770,0,0
5102,2673c770,0,0
5103,2673c770,0,0
5104,2673c770,0,0
5105,2673c770,0,0
5106,2673c770,0,0
5107,2673c770,1,1
5108,2673c770,0,0
5109,2673c770,0,0
5110,2673c770,0,0
5111,2673c770,0,0
5112,2673c770,0,0
5113,2673c770,1,1
5114,2673c770,1,1
5115,2673c770,1,1
5116,2673c770,1,1
5117,2673c770,1,1
5118,2673c770,0,0
5119,2673c770,0,0
5120,2673c770,1,1
5121,2673c770,0,0
5122,2673c770,0,0
5123,2673c770,0,0
5124,2673c770,0,0
5125,2673c770,1,1
5126,2673c770,0,0
5127,2673c770,1,1
5128,2673c770,1,1
5129,2673c770,1,1
5130,2673c770,1,1
5131,2673c770,1,0
5132,2673c770,0,0
5133,2673c770,0,0
5134,2673c770,0,1
5135,2673c770,1,1
5136,2673c770,0,0
5137,2673c770,0,0
5138,2673c770,0,0
5139,2673c770,1,1
5140,2673c770,0,0
5141,2673c770,1,1
5142,2673c770,0,0
5143,2673c770,0,0
5144,2673c770,1,1
5145,2673c770,0,0
5146,2673c770,1,1
5147,2673c770,0,0
5148,2673c770,1,1
5149,2673c770,0,0
5150,2673c770,1,1
5151,2673c770,0,0
5152,2673c770,0,0
5153,2673c770,1,1
5154,2673c770,1,1
5155,2673c770,0,1
5156,2673c770,1,1
5157,2673c770,0,0
5158,2673c770,0,0
5159,2673c770,0,0
5160,2673c770,0,0
5161,2673c770,0,0
5162,2673c770,0,0
5163,2673c770,0,0
5164,2673c770,0,0
5165,2673c770,0,0
5166,2673c770,0,0
5167,2673c770,0,0
5168,2673c770,0,0
5169,2673c770,0,0
5170,2673c770,0,0
5171,2673c770,1,0
5172,2673c770,1,1
5173,2673c770,1,1
5174,2673c770,0,0
5175,2673c770,0,0
5176,2673c770,1,1
5177,2673c770,0,0
5178,2673c770,0,0
5179,2673c770,1,1
5180,2673c770,0,0
5181,2673c770,0,0
5182,2673c770,0,0
5183,2673c770,0,0
5184,2673c770,0,0
5185,2673c770,0,0
5186,2673c770,0,0
5187,2673c770,0,0
5188,2673c770,0,0
5189,2673c770,0,0
5190,2673c770,1,1
5191,2673c770,0,0
5192,2673c770,0,0
5193,2673c770,0,0
5194,2673c770,1,1
5195,2673c770,0,0
5196,2673c770,1,1
5197,2673c770,0,0
5198,2673c770,1,0
5199,2673c770,1,1
5200,2673c770,0,0
5201,2673c770,0,0
5202,2673c770,1,1
5203,2673c770,1,1
5204,2673c770,0,0
5205,2673c770,0,0
5206,2673c770,0,0
5207,2673c770,1,1
5208,2673c770,1,1
5209,2673c770,0,0
5210,2673c770,1,1
5211,2673c770,1,1
5212,2673c770,0,0
5213,2673c770,0,0
5214,2673c770,1,1
5215,2673c770,1,1
5216,2673c770,0,0
5217,2673c770,1,1
5218,2673c770,0,0
5219,2673c770,0,0
5220,2673c770,1,1
5221,2673c770,0,0
5222,2673c770,1,1
5223,2673c770,0,0
5224,2673c770,0,0
5225,2673c770,0,0
5226,2673c770,0,1
5227,2673c770,0,0
5228,2673c770,1,1
5229,2673c770,1,1
5230,2673c770,0,0
5231,2673c770,0,0
5232,2673c770,0,0
5233,2673c770,0,0
5234,2673c770,1,1
5235,2673c770,0,0
5236,2673c770,1,1
5237,2673c770,0,0
5238,2673c770,0,0
5239,2673c770,0,0
5240,2673c770,0,0
5241,2673c770,0,0
5242,2673c770,0,0
5243,2673c770,1,1
5244,2673c770,0,0
5245,2673c770,0,0
5246,2673c770,0,0
5247,2673c770,1,1
5248,2673c770,0,0
5249,2673c770,0,0
5250,2673c770,0,0
5251,2673c770,0,0
5252,2673c770,0,0
5253,2673c770,0,0
5254,2673c770,0,0
5255,2673c770,0,1
5256,2673c770,0,0
5257,2673c770,0,0
5258,2673c770,1,1
5259,2673c770,1,1
5260,2673c770,0,0
5261,2673c770,0,0
5262,2673c770,0,0
5263,2673c770,1,1
5264,2673c770,0,1
5265,2673c770,0,0
5266,2673c770,0,0
5267,2673c770,0,0
5268,2673c770,0,0
5269,2673c770,1,1
5270,2673c770,1,1
5271,2673c770,0,1
5272,2673c770,0,0
5273,2673c770,0,0
5274,2673c770,0,0
5275,2673c770,0,0
5276,2673c770,1,1
5277,2673c770,1,1
5278,2673c770,0,0
5279,2673c770,1,1
5280,2673c770,0,0
5281,2673c770,0,0
5282,2673c770,0,0
5283,2673c770,0,0
5284,2673c770,1,1
5285,2673c770,1,1
5286,2673c770,1,1
5287,2673c770,0,0
5288,2673c770,0,0
5289,2673c770,0,0
5290,2673c770,0,0
5291,2673c770,1,1
5292,2673c770,0,0
5293,2673c770,1,1
5294,2673c770,0,0
5295,2673c770,1,1
5296,2673c770,0,0
5297,2673c770,1,1
5298,2673c770,1,1
5299,2673c770,1,1
5300,2673c770,1,1
5301,2673c770,1,1
5302,2673c770,0,0
5303,2673c770,0,1
5304,2673c770,0,0
5305,2673c770,0,0
5306,2673c770,0,0
5307,2673c770,0,0
5308,2673c770,0,0
5309,2673c770,1,1
5310,2673c770,0,0
5311,2673c770,0,0
5312,2673c770,0,0
5313,2673c770,0,0
5314,2673c770,0,1
5315,2673c770,0,0
5316,2673c770,0,0
5317,2673c770,0,1
5318,2673c770,1,1
5319,2673c770,0,0
5320,2673c770,0,0
5321,2673c770,0,0
5322,2673c770,1,1
5323,2673c770,0,0
5324,2673c770,1,1
5325,2673c770,0,0
5326,2673c770,1,1
5327,2673c770,0,0
5328,2673c770,0,0
5329,2673c770,0,0
5330,2673c770,1,1
5331,2673c770,1,1
5332,2673c770,0,0
5333,2673c770,1,1
5334,2673c770,0,0
5335,2673c770,1,1
5336,2673c770,1,1
5337,2673c770,1,1
5338,2673c770,1,1
5339,2673c770,0,0
5340,2673c770,0,0
5341,2673c770,0,0
5342,2673c770,0,0
5343,2673c770,0,0
5344,2673c770,0,0
5345,2673c770,1,1
5346,2673c770,0,0
5347,2673c770,1,1
5348,2673c770,1,1
5349,2673c770,1,1
5350,2673c770,1,1
5351,2673c770,1,1
5352,2673c770,1,1
5353,2673c770,0,0
5354,2673c770,0,0
5355,2673c770,0,0
5356,2673c770,1,1
5357,2673c770,0,0
5358,2673c770,1,1
5359,2673c770,1,1
5360,2673c770,0,0
5361,2673c770,1,1
5362,2673c770,0,0
5363,2673c770,0,0
5364,2673c770,0,0
5365,2673c770,0,0
5366,2673c770,1,1
5367,2673c770,0,0
5368,2673c770,0,0
5369,2673c770,0,0
5370,2673c770,0,0
5371,2673c770,1,1
5372,2673c770,0,0
5373,2673c770,1,1
5374,2673c770,1,1
5375,2673c770,0,0
5376,2673c770,0,0
5377,2673c770,1,1
5378,2673c770,0,0
5379,2673c770,0,0
5380,2673c770,1,0
5381,2673c770,0,0
5382,2673c770,0,1
5383,2673c770,1,1
5384,2673c770,0,1
5385,2673c770,1,1
5386,2673c770,1,1
5387,2673c770,0,0
5388,2673c770,1,1
5389,2673c770,0,0
5390,2673c770,1,1
5391,2673c770,0,0
5392,2673c770,0,0
5393,2673c770,0,0
5394,2673c770,1,0
5395,2673c770,0,0
5396,2673c770,0,0
5397,2673c770,1,1
5398,2673c770,0,0
5399,2673c770,0,0
5400,2673c770,1,1
5401,2673c770,1,1
5402,2673c770,1,1
5403,2673c770,1,1
5404,2673c770,1,1
5405,2673c770,1,1
5406,2673c770,1,1
5407,2673c770,1,1
5408,2673c770,0,0
5409,2673c770,0,0
5410,2673c770,1,1
5411,2673c770,1,1
5412,2673c770,0,0
5413,2673c770,0,0
5414,2673c770,1,1
5415,2673c770,0,0
5416,2673c770,0,0
5417,2673c770,0,0
5418,2673c770,0,0
5419,2673c770,0,0
5420,2673c770,0,0
5421,2673c770,0,0
5422,2673c770,0,0
5423,2673c770,0,0
5424,2673c770,0,0
5425,2673c770,0,0
5426,2673c770,0,0
5427,2673c770,0,0
5428,2673c770,0,0
5429,2673c770,1,0
5430,2673c770,0,0
5431,2673c770,0,0
5432,2673c770,0,0
5433,2673c770,1,1
5434,2673c770,0,0
5435,2673c770,0,0
5436,2673c770,0,0
5437,2673c770,0,0
5438,2673c770,0,0
5439,2673c770,0,0
5440,2673c770,0,0
5441,2673c770,0,0
5442,2673c770,0,0
5443,2673c770,0,0
5444,2673c770,0,0
5445,2673c770,1,1
5446,2673c770,1,1
5447,2673c770,0,0
5448,2673c770,0,0
5449,2673c770,0,0
5450,2673c770,0,0
5451,2673c770,0,0
5452,2673c770,0,0
5453,2673c770,0,0
5454,2673c770,1,1
5455,2673c770,0,0
5456,2673c770,0,1
5457,2673c770,0,0
5458,2673c770,0,0
5459,2673c770,0,0
5460,2673c770,0,1
5461,2673c770,0,1
5462,2673c770,1,1
5463,2673c770,0,0
5464,2673c770,0,0
5465,2673c770,0,0
5466,2673c770,0,0
5467,2673c770,0,0
5468,2673c770,1,1
5469,2673c770,0,0
5470,2673c770,0,0
5471,2673c770,0,0
5472,2673c770,0,0
5473,2673c770,0,0
5474,2673c770,0,0
5475,2673c770,1,1
5476,2673c770,0,0
5477,2673c770,0,0
5478,2673c770,0,0
5479,2673c770,1,1
5480,2673c770,1,1
5481,2673c770,0,0
5482,2673c770,0,0
5483,2673c770,0,0
5484,2673c770,0,0
5485,2673c770,0,0
5486,2673c770,0,0
5487,2673c770,0,0
5488,2673c770,0,0
5489,2673c770,1,1
5490,2673c770,0,0
5491,2673c770,0,0
5492,2673c770,0,0
5493,2673c770,1,1
5494,2673c770,0,0
5495,2673c770,0,0
5496,2673c770,0,0
5497,2673c770,0,0
5498,2673c770,0,0
5499,2673c770,0,0
5500,2673c770,0,0
5501,2673c770,0,1
5502,2673c770,1,1
5503,2673c770,0,0
5504,2673c770,0,0
5505,2673c770,0,0
5506,2673c770,0,1
5507,2673c770,0,0
5508,2673c770,0,1
5509,2673c770,0,0
5510,2673c770,0,0
5511,2673c770,1,0
5512,2673c770,0,0
5513,2673c770,0,0
5514,2673c770,1,1
5515,2673c770,0,0
5516,2673c770,0,0
5517,2673c770,1,1
5518,2673c770,1,1
5519,2673c770,1,1
5520,2673c770,0,0
5521,2673c770,1,1
5522,2673c770,1,1
5523,2673c770,0,0
5524,2673c770,0,0
5525,2673c770,0,0
5526,2673c770,0,0
5527,2673c770,1,1
5528,2673c770,0,0
